personLookup,dictText
phinehas_2350,"One of the sons of Eli, the high priest ([1 Sam. 1:3](/1sam#1Sam.1.3); [2:12](/1sam#1Sam.2.12)). He and his brother Hophni were guilty of great crimes, for which destruction came on the house of Eli (31). He died in battle with the Philistines ([1 Sam. 4:4](/1sam#1Sam.4.4), [11](/1sam#1Sam.4.11)); and his wife, on hearing of his death, gave birth to a son, whom she called “Ichabod,” and then she died (19-22)."
phinehas_2351,
phlegon_2352,"Burning, a Roman Christian to whom Paul sent salutations ([Rom. 16:14](/rom#Rom.16.14))."
phurah_2353,
phut_2354,One of the sons of Ham ([Gen. 10:6](/gen#Gen.10.6)).
phygellus_2356,"Fugitive, a Christian of Asia, who “turned away” from Paul during his second imprisonment at Rome ([2 Tim. 1:15](/2tim#2Tim.1.15)). Nothing more is known of him."
pilate_2365,"Probably connected with the Roman family of the Pontii, and called “Pilate” from the Latin pileatus, i.e., “wearing the pileus”, which was the “cap or badge of a manumitted slave,” as indicating that he was a “freedman,” or the descendant of one. He was the sixth in the order of the Roman procurators of Judea (A.D. 26-36). His headquarters were at Caesarea, but he frequently went up to Jerusalem. His reign extended over the period of the ministry of John the Baptist and of Jesus Christ, in connection with whose trial his name comes into prominent notice. Pilate was a “typical Roman, not of the antique, simple stamp, but of the imperial period, a man not without some remains of the ancient Roman justice in his soul, yet pleasure-loving, imperious, and corrupt. He hated the Jews whom he ruled, and in times of irritation freely shed their blood. They returned his hatred with cordiality, and accused him of every crime, maladministration, cruelty, and robbery. He visited Jerusalem as seldom as possible; for, indeed, to one accustomed to the pleasures of Rome, with its theatres, baths, games, and gay society, Jerusalem, with its religiousness and ever-smouldering revolt, was a dreary residence. When he did visit it he stayed in the palace of Herod the Great, it being common for the officers sent by Rome into conquered countries to occupy the palaces of the displaced sovereigns.”

 After his trial before the Sanhedrin, Jesus was brought to the Roman procurator, Pilate, who had come up to Jerusalem as usual to preserve order during the Passover, and was now residing, perhaps, in the castle of Antonia, or it may be in Herod’s palace. Pilate came forth from his palace and met the deputation from the Sanhedrin, who, in answer to his inquiry as to the nature of the accusation they had to prefer against Jesus, accused him of being a “malefactor.” Pilate was not satisfied with this, and they further accused him (1) of sedition, (2) preventing the payment of the tribute to Caesar, and (3) of assuming the title of king ([Luke 23:2](/luke#Luke.23.2)). Pilate now withdrew with Jesus into the palace ([John 18:33](/john#John.18.33)) and examined him in private (37, 38); and then going out to the deputation still standing before the gate, he declared that he could find no fault in Jesus ([Luke 23:4](/luke#Luke.23.4)). This only aroused them to more furious clamour, and they cried that he excited the populace “throughout all Jewry, beginning from Galilee.” When Pilate heard of Galilee, he sent the accused to Herod Antipas, who had jurisdiction over that province, thus hoping to escape the difficulty in which he found himself. But Herod, with his men of war, set Jesus at nought, and sent him back again to Pilate, clad in a purple robe of mockery (23:11, 12).

 Pilate now proposed that as he and Herod had found no fault in him, they should release Jesus; and anticipating that they would consent to this proposal, he ascended the judgment-seat as if ready to ratify the decision ([Matt. 27:19](/matt#Matt.27.19)). But at this moment his wife (Claudia Procula) sent a message to him imploring him to have nothing to do with the “just person.” Pilate’s feelings of perplexity and awe were deepened by this incident, while the crowd vehemently cried out, “Not this man, but Barabbas.” Pilate answered, “What then shall I do with Jesus?” The fierce cry immediately followed. “Let him be crucified.” Pilate, apparently vexed, and not knowning what to do, said, “Why, what evil hath he done?” but with yet fiercer fanaticism the crowd yelled out, “Away with him! crucify him, crucify him!” Pilate yielded, and sent Jesus away to be scourged. This scourging was usually inflicted by lictors; but as Pilate was only a procurator he had no lictor, and hence his soldiers inflicted this terrible punishment. This done, the soldiers began to deride the sufferer, and they threw around him a purple robe, probably some old cast-off robe of state ([Matt. 27:28](/matt#Matt.27.28); [John 19:2](/john#John.19.2)), and putting a reed in his right hand, and a crowd of thorns on his head, bowed the knee before him in mockery, and saluted him, saying, “Hail, King of the Jews!” They took also the reed and smote him with it on the head and face, and spat in his face, heaping upon him every indignity.

 Pilate then led forth Jesus from within the Praetorium ([Matt. 27:27](/matt#Matt.27.27)) before the people, wearing the crown of thorns and the purple robe, saying, “Behold the man!” But the sight of Jesus, now scourged and crowned and bleeding, only stirred their hatred the more, and again they cried out, “Crucify him, crucify him!” and brought forth this additional charge against him, that he professed to be “the Son of God.” Pilate heard this accusation with a superstitious awe, and taking him once more within the Praetorium, asked him, “Whence art thou?” Jesus gave him no answer. Pilate was irritated by his continued silence, and said, “Knowest thou not that I have power to crucify thee?” Jesus, with calm dignity, answered the Roman, “Thou couldest have no power at all against me, except it were given thee from above.”

 After this Pilate seemed more resolved than ever to let Jesus go. The crowd perceiving this cried out, “If thou let this man go, thou art not Caesar’s friend.” This settled the matter. He was afraid of being accused to the emperor. Calling for water, he washed his hands in the sight of the people, saying, “I am innocent of the blood of this just person.” The mob, again scorning his scruples, cried, “His blood be on us, and on our children.” Pilate was stung to the heart by their insults, and putting forth Jesus before them, said, “Shall I crucify your King?” The fatal moment had now come. They madly exclaimed, “We have no king but Caesar;” and now Jesus is given up to them, and led away to be crucified.

 By the direction of Pilate an inscription was placed, according to the Roman custom, over the cross, stating the crime for which he was crucified. Having ascertained from the centurion that he was dead, he gave up the body to Joseph of Arimathea to be buried. Pilate’s name now disappears from the Gospel history. References to him, however, are found in the Acts of the Apostles (3:13; 4:27; 13:28), and in [1 Tim. 6:13](/1tim#1Tim.6.13). In A.D. 36 the governor of Syria brought serious accusations against Pilate, and he was banished to Vienne in Gaul, where, according to tradition, he committed suicide."
pildash_2357,
pileha_2358,
piltai_2359,
pinon_2360,
piram_2361,
pispah_2362,
pithon_2363,
pochereth_2364,
poratha_2366,
portius_2367,"The successor of Felix (A.D. 60) as procurator of Judea ([Acts 24:27](/acts#Acts.24.27)). A few weeks after he had entered on his office the case of Paul, then a prisoner at Caesarea, was reported to him. The “next day,” after he had gone down to Caesarea, he heard Paul defend himself in the presence of Herod Agrippa II. and his sister Bernice, and not finding in him anything worthy of death or of bonds, would have set him free had he not appealed unto Caesar ([Acts 25:11](/acts#Acts.25.11), [12](/acts#Acts.25.12)). In consequence of this appeal Paul was sent to Rome. Festus, after being in office less than two years, died in Judea."
poti-pherah_2369,
potiphar_2368,"Dedicated to Ra; i.e., to the sun-god, the Egyptian to whom the Ishmaelites sold Joseph ([Gen. 39:1](/gen#Gen.39.1)). He was “captain of the guard”, i.e., chief, probably, of the state police, who, while they formed part of the Egyptian army, were also largely employed in civil duties (37:36; marg., “chief of the executioners”). Joseph, though a foreigner, gradually gained his confidence, and became overseer over all his possessions. Believing the false accusation which his profligate wife brought against Joseph, Potiphar cast him into prison, where he remained for some years."
priscilla_2370,"The wife of Aquila ([Acts 18:2](/acts#Acts.18.2)), who is never mentioned without her. Her name sometimes takes the precedence of his ([Rom. 16:3](/rom#Rom.16.3); [2 Tim. 4:19](/2tim#2Tim.4.19)). She took part with Aquila (q.v.) in insturcting Apollos ([Acts 18:26](/acts#Acts.18.26))."
prochorus_2371,
puah_2355,
puah_2372,"One of the two midwives who feared God, and refused to kill the Hebrew male children at their birth ([Ex. 1:15-21](/exod#Exod.1.15))."
puah_2373,A descendant of Issachar ([Judg. 10:1](/judg#Judg.10.1)).
publius_2374,"“the chief man of the island” of Malta ([Acts 28:7](/acts#Acts.28.7)), who courteously entertained Paul and his shipwrecked companions for three days, till they found a more permanent place of residence; for they remained on the island for three months, till the stormy season had passed. The word here rendered “chief man” (protos) is supposed by some to be properly a Maltese term, the official title of the governor."
pudens_2375,"Bashful, a Christian at Rome, who sent his greetings to Timothy ([2 Tim. 4:21](/2tim#2Tim.4.21))."
putiel_2377,
quartus_2378,"Fourth, a Corinthian Christian who sent by Paul his salutations to friends at Rome ([Rom. 16:23](/rom#Rom.16.23))."
queen_of_sheba_2379,
raamah_2380,One of the sons of Cush ([Gen. 10:7](/gen#Gen.10.7)).
rab-mag_2381,
rab-saris_2383,
rabsaris_2382,"Chief of the Heads, one of the three officers whom Sennacherib sent from Lachish with a threatening message to Jerusalem ([2 Kings 18:17](/2kgs#2Kgs.18.17); [Jer. 39:3](/jer#Jer.39.3), [13](/jer#Jer.39.13))."
rabshakeh_2384,"Chief of the princes, the name given to the chief cup-bearer or the vizier of the Assyrian court; one of Sennacherib’s messengers to Hezekiah. See the speech he delivered, in the Hebrew language, in the hearing of all the people, as he stood near the wall on the north side of the city ([2 Kings 18:17-37](/2kgs#2Kgs.18.17)). He and the other envoys returned to their master and reported that Hezekiah and his people were obdurate, and would not submit."
rachab_2385,"'=Rahab, a name found in the genealogy of our Lord ([Matt. 1:5](/matt#Matt.1.5))."
rachel_2386,"Ewe, “the daughter”, “the somewhat petulant, peevish, and self-willed though beautiful younger daughter” of Laban, and one of Jacob’s wives ([Gen. 29:6](/gen#Gen.29.6), [28](/gen#Gen.29.28)). He served Laban fourteen years for her, so deep was Jacob’s affection for her. She was the mother of Joseph ([Gen. 30:22-24](/gen#Gen.30.22)). Afterwards, on Jacob’s departure from Mesopotamia, she took with her her father’s teraphim (31:34, 35). As they journeyed on from Bethel, Rachel died in giving birth to Benjamin (35:18, 19), and was buried “in the way to Ephrath, which is Bethlehem. And Jacob set a pillar upon her grave”. Her sepulchre is still regarded with great veneration by the Jews. Its traditional site is about half a mile from Jerusalem.

 This name is used poetically by Jeremiah (31:15-17) to denote God’s people mourning under their calamities. This passage is also quoted by Matthew as fulfilled in the lamentation at Bethlehem on account of the slaughter of the infants there at the command of Herod ([Matt. 2:17](/matt#Matt.2.17), [18](/matt#Matt.2.18))."
raddai_2387,
rahab_2388,"Insolence; pride, a poetical name applied to Egypt in [Ps. 87:4](/ps#Ps.87.4); [89:10](/ps#Ps.89.10); [Isa. 51:9](/isa#Isa.51.9), as “the proud one.”

 Rahab, (Heb. Rahab; i.e., “broad,” “large”). When the Hebrews were encamped at Shittim, in the “Arabah” or Jordan valley opposite Jericho, ready to cross the river, Joshua, as a final preparation, sent out two spies to “spy the land.” After five days they returned, having swum across the river, which at this season, the month Abib, overflowed its banks from the melting of the snow on Lebanon. The spies reported how it had fared with them ([Josh. 2:1-7](/josh#Josh.2.1)). They had been exposed to danger in Jericho, and had been saved by the fidelity of Rahab the harlot, to whose house they had gone for protection. When the city of Jericho fell (6:17-25), Rahab and her whole family were preserved according to the promise of the spies, and were incorporated among the Jewish people. She afterwards became the wife of Salmon, a prince of the tribe of Judah ([Ruth 4:21](/ruth#Ruth.4.21); [1 Chr. 2:11](/1chr#1Chr.2.11); [Matt. 1:5](/matt#Matt.1.5)). “Rahab’s being asked to bring out the spies to the soldiers ([Josh. 2:3](/josh#Josh.2.3)) sent for them, is in strict keeping with Eastern manners, which would not permit any man to enter a woman’s house without her permission. The fact of her covering the spies with bundles of flax which lay on her house-roof (2:6) is an ‘undesigned coincidence’ which strictly corroborates the narrative. It was the time of the barley harvest, and flax and barley are ripe at the same time in the Jordan valley, so that the bundles of flax stalks might have been expected to be drying just then” (Geikie’s Hours, etc., ii., 390)."
raham_2389,"Merciful, one of the descendants of Caleb, the son of Hezron ([1 Chr. 2:44](/1chr#1Chr.2.44))."
rakem_2390,
ram_2391,"The son of Hezron, and one of the ancestors of the royal line ([Ruth 4:19](/ruth#Ruth.4.19)). The margin of [1 Chr. 2:9](/1chr#1Chr.2.9), also [Matt. 1:3](/matt#Matt.1.3), [4](/matt#Matt.1.4) and [Luke 3:33](/luke#Luke.3.33), have “Aram.”"
ram_2392,"One of the sons of Jerahmeel ([1 Chr. 2:25](/1chr#1Chr.2.25), [27](/1chr#1Chr.2.27))."
ram_2393,A person mentioned in [Job 32:2](/job#Job.32.2) as founder of a clan to which Elihu belonged. The same as Aram of [Gen. 22:21](/gen#Gen.22.21).
ramiah_2394,
ramoth_2395,
rapha_2447,"A Benjamite, the son of Binea ([1 Chr. 8:2](/1chr#1Chr.8.2), [37](/1chr#1Chr.8.37)), a descendant of Saul."
raphu_2397,"Healed, a Benjamite, whose son Palti was one of the twelve spies ([Num. 13:9](/num#Num.13.9))."
reaia_2398,
reaiah_1421,
reaiah_2399,
reba_2400,"Fourth, one of the Midianite chiefs slain by the Israelites in the wilderness ([Num. 31:8](/num#Num.31.8); [Josh. 13:21](/josh#Josh.13.21))."
rebekah_2401,"A noose, the daughter of Bethuel, and the wife of Isaac ([Gen. 22:23](/gen#Gen.22.23); [24:67](/gen#Gen.24.67)). The circumstances under which Abraham’s “steward” found her at the “city of Nahor,” in Padan-aram, are narrated in [Gen. 24](/gen#Gen.24)-27. “She can hardly be regarded as an amiable woman. When we first see her she is ready to leave her father’s house for ever at an hour’s notice; and her future life showed not only a full share of her brother Laban’s duplicity, but the grave fault of partiality in her relations to her children, and a strong will, which soon controlled the gentler nature of her husband.” The time and circumstances of her death are not recorded, but it is said that she was buried in the cave of Machpelah ([Gen. 49:31](/gen#Gen.49.31))."
rechab_2402,One of Ishbosheth’s “captains of bands” or leaders of predatory troops ([2 Sam. 4:2](/2sam#2Sam.4.2)).
rechab_2403,"The father of Jehonadab, who was the father of the Rechabites ([2 Kings 10:15](/2kgs#2Kgs.10.15), [23](/2kgs#2Kgs.10.23); [Jer. 35:6-19](/jer#Jer.35.6))."
rechab_2404,
rechah_2405,
reelaiah_2406,"Thunder of the Lord, one of the princes who returned from the Exile ([Neh. 7:7](/neh#Neh.7.7)); called also Reelaiah ([Ezra 2:2](/ezra#Ezra.2.2))."
regem_2407,
regem-melech_2408,"Friend of the king, one of the two messengers sent by the exiled Jews to Jerusalem in the time of Darius ([Zech. 7:2](/zech#Zech.7.2)) to make inquiries at the temple."
rehabiah_2409,"Enlargement of the Lord, the son of Eliezer, and grandson of Moses ([1 Chr. 23:17](/1chr#1Chr.23.17); [24:21](/1chr#1Chr.24.21))."
rehob_2410,"The father of Hadadezer, king of Tobah ([2 Sam. 8:3](/2sam#2Sam.8.3), [12](/2sam#2Sam.8.12))."
rehob_2411,[Neh. 10:11](/neh#Neh.10.11).
rehoboam_2412,"He enlarges the people, the successor of Solomon on the throne, and apparently his only son. He was the son of Naamah “the Ammonitess,” some well-known Ammonitish princess ([1 Kings 14:21](/1kgs#1Kgs.14.21); [2 Chr. 12:13](/2chr#2Chr.12.13)). He was forty-one years old when he ascended the throne, and he reigned seventeen years (B.C. 975-958). Although he was acknowledged at once as the rightful heir to the throne, yet there was a strongly-felt desire to modify the character of the government. The burden of taxation to which they had been subjected during Solomon’s reign was very oppressive, and therefore the people assembled at Shechem and demanded from the king an alleviation of their burdens. He went to meet them at Shechem, and heard their demands for relief ([1 Kings 12:4](/1kgs#1Kgs.12.4)). After three days, having consulted with a younger generation of courtiers that had grown up around him, instead of following the advice of elders, he answered the people haughtily (6-15). “The king hearkened not unto the people; for the cause was from the Lord” (comp. 11:31). This brought matters speedily to a crisis. The terrible cry was heard (comp. [2 Sam. 20:1](/2sam#2Sam.20.1)):

 “What portion have we in David?  Neither have we inheritance in the son of Jesse:  To your tents, O Israel:  Now see to thine own house, David” ([1 Kings 12:16](/1kgs#1Kgs.12.16)).

 And now at once the kingdom was rent in twain. Rehoboam was appalled, and tried concessions, but it was too late (18). The tribe of Judah, Rehoboam’s own tribe, alone remained faithful to him. Benjamin was reckoned along with Judah, and these two tribes formed the southern kingdom, with Jerusalem as its capital; while the northern ten tribes formed themselves into a separate kingdom, choosing Jeroboam as their king. Rehoboam tried to win back the revolted ten tribes by making war against them, but he was prevented by the prophet Shemaiah (21-24; [2 Chr. 11:1-4](/2chr#2Chr.11.1)) from fulfilling his purpose.

 In the fifth year of Rehoboam’s reign, Shishak (q.v.), one of the kings of Egypt of the Assyrian dynasty, stirred up, no doubt, by Jeroboam his son-in-law, made war against him. Jerusalem submitted to the invader, who plundered the temple and virtually reduced the kingdom to the position of a vassal of Egypt ([1 Kings 14:25](/1kgs#1Kgs.14.25), [26](/1kgs#1Kgs.14.26); [2 Chr. 12:5-9](/2chr#2Chr.12.5)). A remarkable memorial of this invasion has been discovered at Karnac, in Upper Egypt, in certain sculptures on the walls of a small temple there. These sculptures represent the king, Shishak, holding in his hand a train of prisoners and other figures, with the names of the captured towns of Judah, the towns which Rehoboam had fortified ([2 Chr. 11:5-12](/2chr#2Chr.11.5)).

 The kingdom of Judah, under Rehoboam, sank more and more in moral and spiritual decay. “There was war between Rehoboam and Jeroboam all their days.” At length, in the fifty-eighth year of his age, Rehoboam “slept with his fathers, and was buried with his fathers in the city of David” ([1 Kings 14:31](/1kgs#1Kgs.14.31)). He was succeeded by his son Abijah."
rehum_2413,One of “the children of the province” who returned from the Captivity ([Ezra 2:2](/ezra#Ezra.2.2)); the same as “Nehum” ([Neh. 7:7](/neh#Neh.7.7)).
rehum_2414,"The “chancellor” of Artaxerxes, who sought to stir him up against the Jews ([Ezra 4:8-24](/ezra#Ezra.4.8)) and prevent the rebuilding of the walls and the temple of Jerusalem."
rehum_2415,A Levite ([Neh. 3:17](/neh#Neh.3.17)).
rehum_2416,[Neh. 10:25](/neh#Neh.10.25).
rei_2417,"Friendly, one who maintained true allegiance to king David ([1 Kings 1:8](/1kgs#1Kgs.1.8)) when Adonijah rebelled."
rekem_2418,One of the five Midianite kings whom the Israelites destroyed ([Num. 31:8](/num#Num.31.8)).
rekem_2419,"One of the sons of Hebron ([1 Chr. 2:43](/1chr#1Chr.2.43), [44](/1chr#1Chr.2.44))."
remaliah_2420,"Adorned by the Lord, the father of Pekah, who conspired successfully against Pekahiah ([2 Kings 15:25](/2kgs#2Kgs.15.25), [27](/2kgs#2Kgs.15.27), [30](/2kgs#2Kgs.15.30), [32](/2kgs#2Kgs.15.32), [37](/2kgs#2Kgs.15.37); [Isa. 7:1](/isa#Isa.7.1), [4](/isa#Isa.7.4), [5](/isa#Isa.7.5), [9](/isa#Isa.7.9); 8:6)."
rephael_2421,"Healed of God, one of Shemaiah’s sons. He and his brethren, on account of their “strength for service,” formed one of the divisions of the temple porters ([1 Chr. 26:7](/1chr#1Chr.26.7), [8](/1chr#1Chr.26.8))."
rephah_2422,
rephaiah_2396,
rephaiah_2423,
rephaiah_2424,
rephaiah_2425,
rephaiah_2426,
resheph_2427,
reu_2428,
reuben_2429,"Behold a son!, the eldest son of Jacob and Leah ([Gen. 29:32](/gen#Gen.29.32)). His sinful conduct, referred to in [Gen. 35:22](/gen#Gen.35.22), brought down upon him his dying father’s malediction (48:4). He showed kindness to Joseph, and was the means of saving his life when his other brothers would have put him to death (37:21, 22). It was he also who pledged his life and the life of his sons when Jacob was unwilling to let Benjamin go down into Egypt. After Jacob and his family went down into Egypt (46:8) no further mention is made of Reuben beyond what is recorded in ch. 49:3, 4."
reuel_2430,"A son of Esau and Bashemath ([Gen. 36:4](/gen#Gen.36.4), [10](/gen#Gen.36.10); [1 Chr. 1:35](/1chr#1Chr.1.35))."
reuel_2432,
reumah_2433,
rezia_2434,
rezin_2435,"Firm; a prince, a king of Syria, who joined Pekah (q.v.) in an invasion of the kingdom of Judah ([2 Kings 15:37](/2kgs#2Kgs.15.37); [16:5-9](/2kgs#2Kgs.16.5); [Isa. 7:1-8](/isa#Isa.7.1)). Ahaz induced Tiglath-pileser III. to attack Damascus, and this caused Rezin to withdraw for the purpose of defending his own kingdom. Damascus was taken, and Rezin was slain in battle by the Assyrian king, and his people carried into captivity, B.C. 732 ([2 Kings 16:9](/2kgs#2Kgs.16.9))."
rezin_2436,
rezon_2437,"Prince, son of Eliadah. Abandoning the service of Hadadezer, the king of Zobah, on the occasion of his being defeated by David, he became the “captain over a band” of marauders, and took Damascus, and became king of Syria ([1 Kings 11:23-25](/1kgs#1Kgs.11.23); [2 Sam. 8:3-8](/2sam#2Sam.8.3)). For centuries after this the Syrians were the foes of Israel. He “became an adversary to Israel all the days of Solomon.”"
rhesa_2438,"Affection, son of Zorobabel, mentioned in the genealogy of our Lord ([Luke 3:27](/luke#Luke.3.27))."
rhoda_2439,"A rose, the damsel in the house of Mary, the mother of John Mark. She came to hearken when Peter knocked at the door of the gate ([Acts 12:12-15](/acts#Acts.12.12))."
ribai_2440,
rimmon_2441,"A man of Beeroth ([2 Sam. 4:2](/2sam#2Sam.4.2)), one of the four Gibeonite cities. (See [Josh. 9:17](/josh#Josh.9.17).)"
rinnah_2442,
riphath_2443,"A crusher, Gomer’s second son ([Gen. 10:3](/gen#Gen.10.3)), supposed to have been the ancestor of the Paphlagonians."
rizpah_2444,"Coal; hot stone, the daughter of Aiah, and one of Saul’s concubines. She was the mother of Armoni and Mephibosheth ([2 Sam. 3:7](/2sam#2Sam.3.7); [21:8](/2sam#2Sam.21.8), [10](/2sam#2Sam.21.10), [11](/2sam#2Sam.21.11)).

 It happened that a grievous famine, which lasted for three years, fell upon the land during the earlier half of David’s reign at Jerusalem. This calamity was sent “for Saul and for his bloody house, because he slew the Gibeonites.” David inquired of the Gibeonites what satisfaction they demanded, and was answered that nothing would compensate for the wrong Saul had done to them but the death of seven of Saul’s sons. David accordingly delivered up to them the two sons of Rizpah and five of the sons of Merab (q.v.), Saul’s eldest daughter, whom she bore to Adriel. These the Gibeonites put to death, and hung up their bodies before the Lord at the sanctuary at Gibeah. Rizpah thereupon took her place on the rock of Gibeah (q.v.), and for five months watched the suspended bodies of her children, to prevent them from being devoured by the beasts and birds of prey, till they were at length taken down and buried by David.

 Her marriage to Abner was the occasion of a quarrel between him and Ishbosheth, which led to Abner’s going over to the side of David ([2 Sam. 3:17-21](/2sam#2Sam.3.17))."
rohgah_2445,
romamti-ezer_2446,"Elevation of help, one of the sons of Heman, “the king’s seer in the words of God, to lift up the horn.” He was head of the “four-and-twentieth” course of singers ([1 Chr. 25:4](/1chr#1Chr.25.4), [31](/1chr#1Chr.25.31))."
rufus_2448,
rufus_2449,
ruth_2450,"A friend, a Moabitess, the wife of Mahlon, whose father, Elimelech, had settled in the land of Moab. On the death of Elimelech and Mahlon, Naomi came with Ruth, her daughter-in-law, who refused to leave her, to Bethlehem, the old home from which Elimelech had migrated. There she had a rich relative, Boaz, to whom Ruth was eventually married. She became the mother of Obed, the grandfather of David. Thus Ruth, a Gentile, is among the maternal progenitors of our Lord ([Matt. 1:5](/matt#Matt.1.5)). The story of “the gleaner Ruth illustrates the friendly relations between the good Boaz and his reapers, the Jewish land system, the method of transferring property from one person to another, the working of the Mosaic law for the relief of distressed and ruined families; but, above all, handing down the unselfishness, the brave love, the unshaken trustfulness of her who, though not of the chosen race, was, like the Canaanitess Tamar ([Gen. 38:29](/gen#Gen.38.29); [Matt. 1:3](/matt#Matt.1.3)) and the Canaanitess Rahab ([Matt. 1:5](/matt#Matt.1.5)), privileged to become the ancestress of David, and so of ‘great David’s greater Son’” ([Ruth 4:18-22](/ruth#Ruth.4.18))."
sabtah_2451,"Rest, the third son of Cush ([Gen. 10:7](/gen#Gen.10.7); [1 Chr. 1:9](/1chr#1Chr.1.9))."
sabtecha_2452,The fifth son of Cush.
sacar_2453,"A son of Obed-edom the Gittite, and a temple porter ([1 Chr. 26:4](/1chr#1Chr.26.4))."
sadoc_2454,"Just, mentioned in the genealogy of our Lord ([Matt. 1:14](/matt#Matt.1.14))."
salah_2455,"A shoot, a descendant of Arphaxed ([Luke 3:35](/luke#Luke.3.35), [36](/luke#Luke.3.36)); called also Shelah ([1 Chr. 1:18](/1chr#1Chr.1.18), [24](/1chr#1Chr.1.24))."
salathiel_2457,"Whom I asked of God, the son of Jeconiah ([Matt. 1:12](/matt#Matt.1.12); [1 Chr. 3:17](/1chr#1Chr.3.17)); also called the son of Neri ([Luke 3:27](/luke#Luke.3.27)). The probable explanation of the apparent discrepancy is that he was the son of Neri, the descendant of Nathan, and thus heir to the throne of David on the death of Jeconiah (comp. [Jer. 22:30](/jer#Jer.22.30))."
sallai_2458,A Benjamite ([Neh. 11:8](/neh#Neh.11.8)).
sallu_2459,
sallu_2460,
sallu_2461,A priest ([Neh. 12:7](/neh#Neh.12.7)).
salma_2462,
salmon_2463,"Shady; or Zalmon (q.v.), a hill covered with dark forests, south of Shechem, from which Abimelech and his men gathered wood to burn that city ([Judg. 9:48](/judg#Judg.9.48)). In [Ps. 68:14](/ps#Ps.68.14) the change from war to peace is likened to snow on the dark mountain, as some interpret the expression. Others suppose the words here mean that the bones of the slain left unburied covered the land, so that it seemed to be white as if covered with snow. The reference, however, of the psalm is probably to [Josh. 11](/josh#Josh.11) and 12. The scattering of the kings and their followers is fitly likened unto the snow-flakes rapidly falling on the dark Salmon. It is the modern Jebel Suleiman."
salome_2464,"The wife of Zebedee and mother of James and John ([Mat. 27:56](/matt#Matt.27.56)), and probably the sister of Mary, the mother of our Lord ([John 19:25](/john#John.19.25)). She sought for her sons places of honour in Christ’s kingdom ([Matt. 20:20](/matt#Matt.20.20), [21](/matt#Matt.20.21); comp. 19:28). She witnessed the crucifixion ([Mark 15:40](/mark#Mark.15.40)), and was present with the other women at the sepulchre ([Matt. 27:56](/matt#Matt.27.56))."
salu_2465,
samgar-nebo_2466,"Be gracious, O Nebo! or a cup-bearer of Nebo, probably the title of Nergal-sharezer, one of the princes of Babylon ([Jer. 39:3](/jer#Jer.39.3))."
samlah_2467,
samson_2468,"Of the sun, the son of Manoah, born at Zorah. The narrative of his life is given in [Judg. 13](/judg#Judg.13)-16. He was a “Nazarite unto God” from his birth, the first Nazarite mentioned in Scripture ([Judg. 13:3-5](/judg#Judg.13.3); comp. [Num. 6:1-21](/num#Num.6.1)). The first recorded event of his life was his marriage with a Philistine woman of Timnath ([Judg. 14:1-5](/judg#Judg.14.1)). Such a marriage was not forbidden by the law of Moses, as the Philistines did not form one of the seven doomed Canaanite nations ([Ex. 34:11-16](/exod#Exod.34.11); [Deut. 7:1-4](/deut#Deut.7.1)). It was, however, an ill-assorted and unblessed marriage. His wife was soon taken from him and given “to his companion” ([Judg. 14:20](/judg#Judg.14.20)). For this Samson took revenge by burning the “standing corn of the Philistines” (15:1-8), who, in their turn, in revenge “burnt her and her father with fire.” Her death he terribly avenged (15:7-19). During the twenty years following this he judged Israel; but we have no record of his life. Probably these twenty years may have been simultaneous with the last twenty years of Eli’s life. After this we have an account of his exploits at Gaza (16:1-3), and of his infatuation for Delilah, and her treachery (16:4-20), and then of his melancholy death (16:21-31). He perished in the last terrible destruction he brought upon his enemies. “So the dead which he slew at his death were more [in social and political importance=the elite of the people] than they which he slew in his life.”

 “Straining all his nerves, he bowed:  As with the force of winds and waters pent,  When mountains tremble, those two massy pillars  With horrible convulsion to and fro  He tugged, he shook, till down they came, and drew  The whole roof after them, with burst of thunder  Upon the heads of all who sat beneath,  Lords, ladies, captains, counsellors, or priests,  Their choice nobility and flower.”  Milton’s Samson Agonistes."
