EventID,Reference,Concatenated_Text
54,Genesis 18:17-21,"[Genesis] [ch 18] [verse 17] And Jehovah said, Shall I hide from Abraham that which I do; [verse 18] seeing that Abraham shall surely become a great and mighty nation, and all the nations of the earth shall be blessed in him? [verse 19] For I have known him, to the end that he may command his children and his household after him, that they may keep the way of Jehovah, to do righteousness and justice; to the end that Jehovah may bring upon Abraham that which he hath spoken of him. [verse 20] And Jehovah said, Because the cry of Sodom and Gomorrah is great, and because their sin is very grievous; [verse 21] I will go down now, and see whether they have done altogether according to the cry of it, which is come unto me; and if not, I will know."
55,Genesis 19:10,"[Genesis] [ch 19] [verse 10] But the men put forth their hand, and brought Lot into the house to them, and shut to the door."
56,Genesis 19:11,"[Genesis] [ch 19] [verse 11] And they smote the men that were at the door of the house with blindness, both small and great, so that they wearied themselves to find the door."
57,Genesis 19:12-16,"[Genesis] [ch 19] [verse 12] And the men said unto Lot, Hast thou here any besides? son-in-law, and thy sons, and thy daughters, and whomsoever thou hast in the city, bring them out of the place: [verse 13] for we will destroy this place, because the cry of them is waxed great before Jehovah; and Jehovah hath sent us to destroy it. [verse 14] And Lot went out, and spake unto his sons-in-law, who married his daughters, and said, Up, get you out of this place; for Jehovah will destroy the city. But he seemed unto his sons-in-law as one that mocked. [verse 15] And when the morning arose, then the angels hastened Lot, saying, Arise, take thy wife, and thy two daughters that are here, lest thou be consumed in the iniquity of the city. [verse 16] But he lingered; and the men laid hold upon his hand, and upon the hand of his wife, and upon the hand of his two daughters, Jehovah being merciful unto him: and they brought him forth, and set him without the city."
58,Genesis 19:24-25,"[Genesis] [ch 19] [verse 24] Then Jehovah rained upon Sodom and upon Gomorrah brimstone and fire from Jehovah out of heaven; [verse 25] and he overthrew those cities, and all the Plain, and all the inhabitants of the cities, and that which grew upon the ground."
59,Genesis 19:26,"[Genesis] [ch 19] [verse 26] But his wife looked back from behind him, and she became a pillar of salt."
60,Genesis 20:3-7,"[Genesis] [ch 20] [verse 3] But God came to Abimelech in a dream of the night, and said to him, Behold, thou art but a dead man, because of the woman whom thou hast taken; for she is a man's wife. [verse 4] Now Abimelech had not come near her: and he said, Lord, wilt thou slay even a righteous nation? [verse 5] Said he not himself unto me, She is my sister? and she, even she herself said, He is my brother: in the integrity of my heart and the innocency of my hands have I done this. [verse 6] And God said unto him in the dream, Yea, I know that in the integrity of thy heart thou has done this, and I also withheld thee from sinning against me: therefore suffered I thee not to touch her. [verse 7] Now therefore restore the man's wife; for he is a prophet, and he shall pray for thee, and thou shalt live: and if thou restore her not, know thou that thou shalt surely die, thou, and all that are thine."
61,Genesis 20:17-18,"[Genesis] [ch 20] [verse 17] And Abraham prayed unto God: and God healed Abimelech, and his wife, and his maid-servants; and they bare children. [verse 18] For Jehovah had fast closed up all the wombs of the house of Abimelech, because of Sarah, Abraham's wife."
62,Genesis 20:17,"[Genesis] [ch 20] [verse 17] And Abraham prayed unto God: and God healed Abimelech, and his wife, and his maid-servants; and they bare children."
63,Genesis 21:1-2,"[Genesis] [ch 21] [verse 1] And Jehovah visited Sarah as he had said, and Jehovah did unto Sarah as he had spoken. [verse 2] And Sarah conceived, and bare Abraham a son in his old age, at the set time of which God had spoken to him."
64,Genesis 21:12-13,"[Genesis] [ch 21] [verse 12] And God said unto Abraham, Let it not be grievous in thy sight because of the lad, and because of thy handmaid; in all that Sarah saith unto thee, hearken unto her voice; for in Isaac shall thy seed be called. [verse 13] And also of the son of the handmaid will I make a nation, because he is thy seed."
65,Genesis 21:17-18,"[Genesis] [ch 21] [verse 17] And God heard the voice of the lad; and the angel of God called to Hagar out of heaven, and said unto her, What aileth thee, Hagar? fear not; for God hath heard the voice of the lad where he is. [verse 18] Arise, lift up the lad, and hold him in thy hand; for I will make him a great nation."
66,Genesis 21:19,"[Genesis] [ch 21] [verse 19] And God opened her eyes, and she saw a well of water; and she went, and filled the bottle with water, and gave the lad drink."
67,Genesis 22:1-2,"[Genesis] [ch 22] [verse 1] And it came to pass after these things, that God did prove Abraham, and said unto him, Abraham; and he said, Here am I. [verse 2] And he said, Take now thy son, thine only son, whom thou lovest, even Isaac, and get thee into the land of Moriah; and offer him there for a burnt-offering upon one of the mountains which I will tell thee of."
68,Genesis 22:11-12,"[Genesis] [ch 22] [verse 11] And the angel of Jehovah called unto him out of heaven, and said, Abraham, Abraham: and he said, Here I am. [verse 12] And he said, Lay not thy hand upon the lad, neither do thou anything unto him; for now I know that thou fearest God, seeing thou hast not withheld thy son, thine only son, from me."
69,Genesis 22:13,"[Genesis] [ch 22] [verse 13] And Abraham lifted up his eyes, and looked, and, behold, behind [him] a ram caught in the thicket by his horns: and Abraham went and took the ram, and offered him up for a burnt-offering in the stead of his son."
70,Genesis 22:15-18,"[Genesis] [ch 22] [verse 15] And the angel of Jehovah called unto Abraham a second time out of heaven, [verse 16] and said, By myself have I sworn, saith Jehovah, because thou hast done this thing, and hast not withheld thy son, thine only son, [verse 17] that in blessing I will bless thee, and in multiplying I will multiply thy seed as the stars of the heavens, and as the sand which is upon the seashore; and thy seed shall possess the gate of his enemies; [verse 18] and in thy seed shall all the nations of the earth be blessed; because thou hast obeyed my voice."
71,Genesis 24:15-27,"[Genesis] [ch 24] [verse 15] And it came to pass, before he had done speaking, that, behold, Rebekah came out, who was born to Bethuel the son of Milcah, the wife of Nahor, Abraham's brother, with her pitcher upon her shoulder. [verse 16] And the damsel was very fair to look upon, a virgin, neither had any man known her: and she went down to the fountain, and filled her pitcher, and came up. [verse 17] And the servant ran to meet her, and said, Give me to drink, I pray thee, a little water from thy pitcher. [verse 18] And she said, Drink, my lord: and she hasted, and let down her pitcher upon her hand, and gave him drink. [verse 19] And when she had done giving him drink, she said, I will draw for thy camels also, until they have done drinking. [verse 20] And she hasted, and emptied her pitcher into the trough, and ran again unto the well to draw, and drew for all his camels. [verse 21] And the man looked stedfastly on her, holding his peace, to know whether Jehovah had made his journey prosperous or not. [verse 22] And it came to pass, as the camels had done drinking, that the man took a golden ring of half a shekel weight, and two bracelets for her hands of ten shekels weight of gold, [verse 23] and said, Whose daughter art thou? tell me, I pray thee. Is there room in thy father's house for us to lodge in? [verse 24] And she said unto him, I am the daughter of Bethuel the son of Milcah, whom she bare unto Nahor. [verse 25] She said moreover unto him, We have both straw and provender enough, and room to lodge in. [verse 26] And the man bowed his head, and worshipped Jehovah. [verse 27] And he said, Blessed be Jehovah, the God of my master Abraham, who hath not forsaken his lovingkindness and his truth toward my master: as for me, Jehovah hath led me in the way to the house of my master's brethren."
