folder_name,name,coordinates,LineString,Point,Polygon,description,styleUrl
Rephidim,Rephidim / along Wadi el Sheikh,"33.681667,28.699444",,,,,#landrepresentativepoint
Rephidim,Rephidim / Jabal Huwayti,"33.861389,28.621667",,,,,#landpoint
Rephidim,Rephidim / along Wadi Sudr,"33.11411,29.86842 33.11437,29.87022 33.11835,29.87282 33.12524,29.8742 33.12891,29.87278 33.13322,29.8688 33.14331,29.86854 33.1515,29.86525 33.15562,29.8651 33.15695,29.86022 33.16142,29.85306 33.16371,29.85213 33.16414,29.84997 33.15307,29.84165 33.14515,29.83223 33.12953,29.82896 33.1267,29.8291 33.12112,29.8329 33.1182,29.83268 33.10464,29.82158 33.10258,29.81622 33.09155,29.81324 33.08833,29.80941 33.08001,29.8081 33.07404,29.80297 33.06765,29.80237 33.06546,29.8068 33.06318,29.80807 33.05683,29.80513 33.05915,29.80125 33.05881,29.79656 33.05683,29.79213 33.05348,29.78896 33.0522,29.78487 33.05602,29.78148 33.05499,29.77902 33.05644,29.77634 33.05494,29.77298 33.0573,29.77134 33.057,29.76926 33.05344,29.76855 33.04512,29.77004 33.04456,29.76695 33.04301,29.76624 33.03464,29.76974 33.03361,29.7687 33.03503,29.76538 33.03383,29.76129 33.02602,29.75786 33.01628,29.74469 33.006,29.73999 32.99651,29.74044 32.99338,29.73539 32.98553,29.7282 32.97866,29.73274 32.97598,29.73742 32.96907,29.73565 32.96669,29.73263 32.9683,29.72514 32.96731,29.72097 32.96212,29.72086 32.9498,29.71459 32.95304,29.70373 32.94349,29.70231 32.94068,29.70507 32.9362,29.70576 32.93472,29.70324 32.92444,29.69939 32.91963,29.69523 32.91356,29.69681 32.90122,29.69665 32.89122,29.70147 32.88749,29.70617 32.88354,29.7052 32.87916,29.6967 32.87448,29.69525 32.87152,29.69007 32.8632,29.68529 32.86007,29.68112 32.85745,29.6721 32.85135,29.66479 32.85161,29.6618 32.85419,29.65785 32.85341,29.65218 32.85152,29.6489 32.84329,29.6433 32.83058,29.63719 32.822,29.63659 32.81282,29.63353 32.80492,29.63316 32.79531,29.6307 32.7826,29.62137 32.77814,29.6215 32.76938,29.61839 32.74793,29.61451 32.73555,29.60967 32.73394,29.60648 32.73042,29.60393 32.71003,29.60327",,,,,#path
Rephidim,Rephidim / along Wadi Sudr,"32.80587,29.63625",,,,,#landrepresentativepoint
Resen,Resen / Hamam al Alil,"43.259444,36.158056",,,,,#landpoint
Resen,Resen / Qaryat as Salamiyah,"43.31452,36.1437",,,,,#landpoint
Resen,Resen / Resh Eni,"43.23489,36.56669",,,,,#landpoint
Rezeph,Rezeph / Resafa,"38.756389,35.627778",,,,,#landpoint
Rezeph,Rezeph / Resappa,"42.4177,36.4345",,,,,#landpoint
Rhegium,Rhegium / Reggio Calabria,"15.64412,38.1088",,,,,#landpoint
Rhodes 1,Rhodes 1,,,,,,#region
Rhodes 1,Rhodes 1,"28.2109,36.4402",,,,,#landrepresentativepoint
Rhodes 1,Rhodes 1 / Acropolis of Rhodes,"28.2109,36.4402",,,,,#landpoint
Rhodes 2 (Dedan),Rhodes 2,,,,,,#region
Rhodes 2 (Dedan),Rhodes 2,"28.2109,36.4402",,,,,#landrepresentativepoint
Riblah 1,Riblah 1 / Rableh,"36.572623,34.459547",,,,,#landpoint
Riblah 2,Riblah 2 / Hermel,"36.38715,34.39674",,,,,#landpoint
Riblah 2,Riblah 2 / Arbin,"36.366111,33.536944",,,,,#landpoint
Riblah 2,Riblah 2 / Tall Irbid,"35.847589,32.558661",,,,,#landpoint
Riblah 2,Riblah 2 / Rableh,"36.572623,34.459547",,,,another name for Riblah 1,#landpoint
Rimmon 1,Rimmon 1 / Rammun,"35.298889,31.929722",,,,,#landpoint
Rimmon 1,Rimmon 1 / El Jai Cave,"35.305139,31.84762",,,,,#landpoint
Rimmon 1,Rimmon 1 / along Wadi Rummananeh,"35.31773,31.89931 35.31827,31.89927 35.31863,31.89862 35.31882,31.89745 35.31843,31.89616 35.31873,31.8952 35.31837,31.89437 35.31861,31.89401 35.31977,31.89371 35.32034,31.8938 35.32051,31.89466 35.32094,31.89474 35.32092,31.89491 35.32217,31.89503 35.32282,31.89637 35.32265,31.89754 35.32402,31.89751 35.32456,31.8989 35.32522,31.89897 35.326,31.89935 35.32651,31.89918 35.32706,31.89795 35.32691,31.89761 35.32601,31.8974 35.32589,31.8972 35.32639,31.89536 35.32614,31.89467 35.32634,31.89431 35.32621,31.89334 35.3256,31.89282 35.32463,31.8931 35.32447,31.8927 35.3249,31.8919 35.32534,31.89181 35.32658,31.89171 35.32838,31.89261 35.32988,31.89203 35.33086,31.89223 35.33199,31.89144 35.33314,31.89162 35.33358,31.89228 35.3346,31.89241 35.33593,31.89295 35.33612,31.89356 35.33558,31.89403 35.33539,31.89471 35.33625,31.89499 35.33758,31.89634 35.33935,31.89537 35.34023,31.89378 35.34175,31.89365 35.3419,31.89322 35.34254,31.89311 35.34287,31.89262 35.34328,31.89252 35.34355,31.89195 35.3441,31.89183 35.34457,31.89136 35.34519,31.8914 35.34564,31.89101 35.34687,31.8912 35.34787,31.89103 35.34827,31.89146 35.3488,31.89159 35.35039,31.8916 35.35064,31.89122 35.35187,31.89044 35.35268,31.89025 35.35316,31.89055 35.35322,31.8912 35.35408,31.89131 35.35525,31.8924 35.35614,31.89254 35.35714,31.89399 35.35857,31.89416 35.36065,31.89373 35.36151,31.89259 35.36215,31.89244 35.36367,31.89073 35.36435,31.89037 35.36542,31.89082 35.36611,31.89154 35.36671,31.89149 35.36752,31.89191 35.3678,31.89187 35.36835,31.89131 35.3681,31.89033 35.36841,31.88967 35.36974,31.88973 35.37199,31.88888 35.37203,31.88866 35.37401,31.88781 35.37501,31.88781 35.37582,31.88821 35.37673,31.88759 35.37773,31.8884 35.37931,31.88867",,,,,#path
Rimmon 1,Rimmon 1 / along Wadi Rummananeh,"35.3225,31.8949",,,,,#landrepresentativepoint
Rimmon 1,Rimmon 1 / plateau east of Rammun,"35.348,31.96",,,,,#landpoint
Rimmon 2,Rimmon 2 / Khirbet Umm er Rammamin,"34.86489,31.37124",,,,,#landpoint
Rimmon 2,Rimmon 2 / Tel Halif,"34.86564,31.38333",,,,,#landpoint
Rimmon 3 (Remmon-methoar),Rimmon 3 / Rumana,"35.310556,32.788056",,,,,#landpoint
Rimmon 3 (Remmon-methoar),Rimmon 3 / Horbat Rumah,"35.29321,32.78892",,,,,#landpoint
Rimmon 3 (Remmon-methoar),Rimmon 3 / Tel Hanaton,"35.256944,32.785556",,,,,#landpoint
Rimmon 3 (Remmon-methoar),Rimmon 3 / Qarn Hattin,"35.459722,32.799722",,,,,#landpoint
Rimmono (Rimmon),Rimmono / Rumana,"35.310556,32.788056",,,,another name for Rimmon 3,#landpoint
Rimmono (Rimmon),Rimmono / Horbat Rumah,"35.29321,32.78892",,,,another name for Rimmon 3,#landpoint
Rimmono (Rimmon),Rimmono / Tel Hanaton,"35.256944,32.785556",,,,another name for Rimmon 3,#landpoint
Rimmono (Rimmon),Rimmono / Qarn Hattin,"35.459722,32.799722",,,,another name for Rimmon 3,#landpoint
Rimmon-perez (Rimmon-parez),Rimmon-perez / along Naqb al Biyar,"34.712554,29.482898 34.712784,29.483096 34.713053,29.483169 34.713173,29.48343 34.713777,29.483533 34.714337,29.484411 34.716475,29.485781 34.716813,29.486337 34.716808,29.486589 34.716593,29.487135 34.714887,29.488219 34.714072,29.488471 34.713471,29.489984 34.713095,29.490507 34.712613,29.490955 34.712414,29.491006 34.711159,29.490857 34.710445,29.491058 34.709727,29.491095 34.709373,29.490955 34.709051,29.490666 34.708514,29.489657 34.708182,29.488704 34.707538,29.488069 34.706916,29.486902 34.70654,29.486528 34.70624,29.486416 34.705381,29.486398 34.703536,29.486594 34.702849,29.486977 34.702549,29.487584 34.702109,29.487752 34.701444,29.487798 34.701144,29.488125 34.701144,29.48848 34.701004,29.488695 34.700671,29.488854 34.699888,29.488938 34.699674,29.489087 34.699352,29.489676 34.697034,29.490796 34.695919,29.491506 34.695382,29.491954 34.693505,29.494597 34.692475,29.494625 34.691885,29.49442 34.691606,29.493962 34.691423,29.492225 34.691273,29.491805 34.690994,29.491562 34.690651,29.491431 34.690307,29.491431 34.687969,29.492309 34.686992,29.492384 34.686284,29.492244 34.685662,29.4923 34.685276,29.492468 34.684482,29.493047 34.684235,29.493355 34.683355,29.493747 34.682733,29.493738 34.681284,29.493178 34.679482,29.492972 34.678431,29.493271 34.677572,29.493831 34.676778,29.494765 34.676285,29.495942 34.674354,29.497884 34.671736,29.499714 34.670062,29.501993 34.669933,29.503524 34.669375,29.506213 34.668646,29.50838 34.667616,29.510322 34.665899,29.51204 34.663453,29.514243 34.661994,29.516484 34.661179,29.518501 34.660749,29.521077 34.660106,29.524027 34.660106,29.525521 34.659805,29.527127 34.659119,29.52806 34.657574,29.529143 34.653454,29.530749 34.65281,29.531869 34.652638,29.532915 34.652724,29.534894 34.653068,29.536051 34.654677,29.540177 34.655492,29.541801 34.658239,29.545703 34.658668,29.547775 34.65899,29.548353 34.659376,29.548783 34.659419,29.549193 34.658818,29.550108 34.658046,29.550985 34.657745,29.551583 34.657445,29.552479 34.657402,29.553151 34.657595,29.554075",,,,,#path
Rimmon-perez (Rimmon-parez),Rimmon-perez / along Naqb al Biyar,"34.65429,29.54022",,,,,#landrepresentativepoint
Rimmon-perez (Rimmon-parez),Rimmon-perez / Khirbet Umm er Rammamin,"34.86489,31.37124",,,,another name for Rimmon 2,#landpoint
Rimmon-perez (Rimmon-parez),Rimmon-perez / Tel Halif,"34.86564,31.38333",,,,another name for Rimmon 2,#landpoint
Rimmon-perez (Rimmon-parez),Rimmon-perez / along Wadi er Rummun,"34.647387,30.495537 34.649569,30.497566 34.649926,30.499742 34.651565,30.500964 34.652354,30.502928 34.653118,30.503045 34.654424,30.506517 34.657518,30.507674 34.660648,30.511274 34.663631,30.510966 34.665491,30.513504 34.667389,30.513578 34.6675,30.514661 34.668992,30.515149 34.670039,30.516646 34.670951,30.520086 34.672467,30.521042 34.672331,30.52187 34.676398,30.523759 34.677779,30.526244 34.6798,30.526286 34.679972,30.530501 34.682129,30.533834 34.682869,30.536806 34.687318,30.537592 34.691212,30.540128 34.691582,30.542336 34.695945,30.546794 34.701066,30.548357 34.710662,30.555386 34.711578,30.558678 34.713748,30.5589 34.719731,30.556055 34.721756,30.556156 34.725085,30.555217 34.728939,30.5552 34.738669,30.556978 34.743124,30.556453 34.745789,30.558683 34.74754,30.557863 34.75091,30.557535 34.756545,30.561207 34.755784,30.565338 34.756621,30.567109 34.758079,30.567526 34.760536,30.570523 34.765767,30.572174 34.770254,30.574626 34.775131,30.579515 34.783325,30.579351 34.790916,30.584303 34.792229,30.587618 34.796118,30.587134 34.797006,30.58799 34.805147,30.588378 34.809248,30.587675 34.81594,30.590443 34.821041,30.590907 34.823495,30.590503 34.834201,30.592361 34.836992,30.594817 34.840788,30.595667 34.842627,30.597469 34.843018,30.59829 34.841379,30.600767 34.844104,30.604762 34.845742,30.610494 34.8509,30.611652 34.856824,30.611271 34.857998,30.613483 34.859411,30.614465 34.867309,30.617292 34.872638,30.617863 34.875344,30.621101 34.8804,30.622976 34.885132,30.623137 34.891798,30.621186 34.897726,30.625021 34.903532,30.62715 34.909601,30.626499 34.913797,30.628493 34.919513,30.628871 34.923538,30.626891 34.927408,30.623109 34.927386,30.621789 34.925605,30.619524 34.921515,30.617127 34.921493,30.6155 34.923934,30.612091 34.92853,30.610486 34.929695,30.609123 34.929717,30.608309 34.924527,30.605736 34.924198,30.603383 34.925913,30.601382 34.92721,30.60114 34.931081,30.602833 34.934673,30.602521 34.937466,30.603188 34.938177,30.599711 34.937574,30.597801 34.938786,30.595515 34.939138,30.593122",,,,,#path
Rimmon-perez (Rimmon-parez),Rimmon-perez / along Wadi er Rummun,"34.817778,30.578611",,,,,#landrepresentativepoint
Rissah,Rissah / Kuntilet el Jerafi,"34.68193,30.00296",,,,,#landpoint
Rissah,Rissah / Sharma,"35.248,28.026",,,,,#landpoint
Rithmah,Rithmah / along Wadi Ratamah,"33.995009,29.021374 33.995757,29.021618 33.996747,29.021463 33.999016,29.022758 34.000669,29.023058 34.002847,29.023846 34.00378,29.024813 34.004252,29.026173 34.004821,29.03001 34.005207,29.030357 34.006419,29.030432 34.007363,29.030854 34.007106,29.031407 34.006097,29.031633 34.005733,29.031961 34.005894,29.032627 34.007589,29.033133 34.010925,29.033162 34.011676,29.033434 34.012084,29.033837 34.012224,29.034738 34.011226,29.037608 34.011784,29.038096 34.012502,29.038039 34.013243,29.037533 34.014616,29.037402 34.015989,29.038283 34.016633,29.038396 34.017996,29.036867 34.018586,29.036585 34.019015,29.036698 34.019551,29.037383 34.019594,29.039681 34.020345,29.041829 34.021161,29.042504 34.022352,29.04302 34.022974,29.043039 34.023575,29.042561 34.023821,29.040619 34.024272,29.040019 34.02468,29.039981 34.028199,29.041313 34.029958,29.042973 34.03086,29.043452 34.033177,29.042251 34.035065,29.040244 34.035795,29.039981 34.03734,29.040619 34.038563,29.042251 34.038477,29.043208 34.038928,29.043602 34.039722,29.043808 34.040837,29.043658 34.043241,29.042307 34.048777,29.042251 34.050322,29.043395 34.054227,29.044352 34.054656,29.044784 34.054871,29.045628 34.054527,29.046622 34.05457,29.04711 34.054914,29.047466 34.055707,29.04771 34.061029,29.047916 34.061501,29.048291 34.062145,29.050149 34.062703,29.050524 34.063625,29.05058 34.06457,29.05013 34.065149,29.04831 34.066093,29.047035 34.066994,29.047072 34.067359,29.047335 34.067681,29.048535 34.070234,29.049342 34.072981,29.049098 34.076135,29.047991 34.077101,29.048291 34.077401,29.048629 34.07738,29.049867 34.078324,29.050955 34.080405,29.051124 34.081328,29.050843 34.081886,29.050336 34.082315,29.048742 34.08283,29.047898 34.083838,29.047372 34.084954,29.047354 34.086757,29.047954 34.088581,29.047954 34.089224,29.046997 34.089375,29.045121 34.090126,29.04454 34.090898,29.044483 34.091799,29.04484 34.092658,29.046322 34.093645,29.04711 34.09431,29.048066 34.094996,29.048629 34.097056,29.049323 34.098001,29.049079 34.101691,29.046735 34.102743,29.046509 34.105532,29.046622",,,,,#path
Rithmah,Rithmah / along Wadi Ratamah,"34.1255,29.03369",,,,,#landrepresentativepoint
Rithmah,Rithmah / Ain Rathmah,"33.030278,29.740556",,,,,#landpoint
Rithmah,Rithmah / Bir es Sawra,"34.48702,29.15371",,,,,#landpoint
Rithmah,Rithmah / along Wadi Abu Retemat,"34.412737,30.602603 34.410548,30.603028 34.409132,30.604099 34.405742,30.604099 34.402394,30.604505 34.400291,30.604635 34.397201,30.603674 34.389219,30.604856 34.385786,30.605853 34.381795,30.606315 34.379156,30.606666 34.37716,30.607737 34.372804,30.607959 34.361603,30.602326 34.361101,30.602263 34.360699,30.602211 34.357446,30.601836",,,,,#path
Rithmah,Rithmah / along Wadi Abu Retemat,"34.36029,30.59941",,,,,#landrepresentativepoint
Rithmah,Rithmah / along Wadi er Retame,"36.277031,27.869057 36.27083,27.866742 36.268963,27.867027 36.264843,27.864276 36.262247,27.865509 36.260573,27.864921 36.25759,27.865604 36.256153,27.867027 36.253299,27.866249 36.251968,27.866477 36.251196,27.867501 36.246389,27.869322 36.245274,27.870498 36.236326,27.867463 36.23242,27.867577 36.226005,27.860369 36.218387,27.860786 36.212958,27.859136 36.21137,27.85942 36.207594,27.858889 36.198281,27.865149 36.181115,27.868526 36.159958,27.878768 36.134809,27.885634 36.127643,27.887265 36.121077,27.889048 36.111785,27.90056 36.107258,27.907329 36.104232,27.917151 36.09964,27.925835 36.097559,27.927314",,,,,#path
Rithmah,Rithmah / along Wadi er Retame,"36.228333,27.861944",,,,,#landrepresentativepoint
"River 2 (Euphrates River, Euphrates)",River 2 / Euphrates River,"43.4004,39.62289 43.03842,39.70988 42.89148,39.55006 42.68305,39.49974 42.56097,39.37735 42.51654,39.15681 42.14263,39.16913 41.73966,39.02609 41.54147,39.06983 41.5341,38.84767 41.28619,38.8488 41.16636,38.75437 40.93768,38.90233 40.43907,38.71578 40.05323,38.74685 39.76762,38.62738 39.52104,38.65794 39.43605,38.78707 39.07093,38.88889 38.79036,38.86343 38.62579,38.74399 38.4707,38.75055 38.35929,38.54254 38.69727,38.41718 38.81465,38.44258 38.96907,38.3195 39.10977,38.34695 39.15092,38.3002 39.10734,38.20079 39.22207,38.20728 39.26237,38.14575 38.97395,37.89992 38.97615,37.82576 38.89374,37.79772 38.96638,37.75973 38.80754,37.68869 38.84787,37.6459 38.65453,37.62225 38.44129,37.47027 38.27288,37.47616 38.17543,37.41056 37.9869,37.44055 37.876,37.34516 37.8643,37.07822 37.98087,37.04911 38.03223,36.73892 38.27974,36.53821 38.07234,36.08734 38.15529,35.98854 38.554,35.85696 39.04536,35.9343 39.29005,35.82418 39.78978,35.74977 39.91166,35.51972 40.40792,35.20512 40.42549,35.07127 40.4782,35.05925 40.43902,35.03065 40.5636,34.95816 40.64746,34.78824 40.91728,34.62881 40.93077,34.44985 41.07865,34.37813 41.21151,34.38819 41.17855,34.42827 41.23469,34.45545 41.70109,34.44724 41.77868,34.53001 41.83756,34.46904 41.96819,34.47555 42.13934,34.27379 42.37435,34.33023 42.31718,34.24315 42.38791,34.18267 42.41314,34.0175 42.50326,34.03386 42.57021,33.97252 42.53159,33.86241 42.6616,33.90336 42.77015,33.85387 42.71973,33.71875 42.92984,33.52606 43.6575,33.39649 43.75822,33.35178 43.8638,33.18126 44.01608,33.16432 44.17383,33.02275 44.29104,32.78756 44.20564,32.56697 44.30027,32.44331 44.35553,32.11166 44.50174,31.8977 44.47541,31.70573 44.78758,31.45265 45.13943,31.42654 45.24909,31.32722 45.53215,31.28336 45.5573,31.18628 46.0521,31.1234 46.47565,30.9104 46.5801,30.98234 47.30651,30.92903 47.44235,31.00471",,,,another name for the Euphrates,#water
"River 2 (Euphrates River, Euphrates)",River 2 / Euphrates River,"47.442,31.0043",,,,another name for the Euphrates,#waterrepresentativepoint
"River 2 (Euphrates River, Euphrates)",River 2 / Jordan River,"35.61916,33.18645 35.610403,33.165053 35.627097,33.151602 35.629627,33.139012 35.621243,33.071613 35.63096,33.035985 35.624071,32.906789 35.612225,32.900013 35.611199,32.89245 35.618909,32.890198 35.579259,32.710794 35.562705,32.702003 35.570919,32.688577 35.562945,32.689422 35.556646,32.67516 35.570185,32.653303 35.560931,32.645618 35.567942,32.641891 35.560625,32.637686 35.567867,32.632956 35.561371,32.624688 35.57233,32.614124 35.5671,32.596645 35.578145,32.596851 35.576717,32.568515 35.570319,32.565745 35.577367,32.552217 35.568371,32.550933 35.571665,32.540148 35.561183,32.544937 35.559209,32.531704 35.567186,32.525029 35.552643,32.514755 35.559922,32.507369 35.562529,32.514516 35.558356,32.502088 35.575855,32.496624 35.580232,32.487561 35.565512,32.481058 35.569991,32.477198 35.562106,32.464576 35.574127,32.45885 35.566467,32.452866 35.566129,32.435862 35.555513,32.431027 35.562449,32.424072 35.551897,32.422405 35.559171,32.418294 35.56069,32.401025 35.546463,32.400654 35.563391,32.38385 35.561242,32.363596 35.552906,32.366234 35.55959,32.348289 35.553056,32.321909 35.563774,32.309687 35.555065,32.298299 35.567765,32.283659 35.557455,32.273209 35.562658,32.250909 35.57108,32.251054 35.560867,32.241472 35.564066,32.228787 35.572733,32.229429 35.566542,32.219445 35.573902,32.211267 35.562766,32.204477 35.570332,32.191659 35.558549,32.188616 35.560129,32.173635 35.553464,32.176938 35.552101,32.170927 35.55739,32.167603 35.547734,32.166504 35.560698,32.150883 35.543776,32.142406 35.551189,32.128342 35.532467,32.107033 35.546061,32.082252 35.533605,32.076675 35.529732,32.05038 35.519164,32.047498 35.522211,32.022341 35.529155,32.018585 35.522339,32.013944 35.52893,32.008869 35.525408,32.002754 35.538829,31.995948 35.532907,31.986366 35.548343,31.968917 35.541406,31.958096 35.545813,31.935675 35.52651,31.922692 35.524321,31.907679 35.534787,31.894454 35.533036,31.881835 35.54987,31.87273 35.536454,31.856369 35.548966,31.844008 35.548697,31.823683 35.53895,31.816223 35.551522,31.796516 35.547348,31.783135 35.558531,31.758222",,,,another name for the Jordan 1,#water
"River 2 (Euphrates River, Euphrates)",River 2 / Jordan River,"35.558333,31.761389",,,,another name for the Jordan 1,#waterrepresentativepoint
"River 2 (Euphrates River, Euphrates)",River 2 / Zarqa River,"35.977104,31.986669 35.986606,31.994936 35.986411,31.999834 35.998662,32.007732 36.000974,32.014501 36.00843,32.017547 36.039985,32.019755 36.048877,32.016651 36.070918,32.021439 36.082984,32.035673 36.086568,32.053007 36.073565,32.064519 36.071933,32.074131 36.063452,32.090576 36.060464,32.110431 36.057802,32.112712 36.063472,32.126792 36.058206,32.142885 36.049978,32.147818 36.039617,32.144343 36.022673,32.153182 36.02243,32.160949 36.01151,32.167114 36.011523,32.173976 35.997685,32.18198 35.998226,32.185173 35.992904,32.191272 35.996362,32.194081 35.994511,32.202642 35.990256,32.204146 35.982787,32.205333 35.975788,32.20222 35.964013,32.187238 35.943199,32.19379 35.936728,32.191504 35.9418,32.187597 35.925642,32.19119 35.918981,32.186286 35.915455,32.189469 35.916553,32.19377 35.908048,32.195798 35.905399,32.201305 35.899901,32.200523 35.902407,32.211568 35.893589,32.214822 35.889214,32.213396 35.879899,32.218237 35.873105,32.2146 35.868066,32.215478 35.869855,32.210151 35.865479,32.205044 35.859169,32.207291 35.857895,32.200499 35.853616,32.19969 35.852064,32.20298 35.847976,32.200074 35.850738,32.196206 35.841007,32.19735 35.83693,32.19074 35.813091,32.191667 35.811675,32.18749 35.805538,32.185383 35.805237,32.190141 35.794729,32.191402 35.787995,32.185599 35.785339,32.187989 35.780896,32.184894 35.778992,32.189498 35.755439,32.182974 35.708733,32.18721 35.69877,32.186807 35.697091,32.184235 35.689505,32.188602 35.687632,32.187564 35.690263,32.184229 35.68166,32.183874 35.683521,32.18813 35.679934,32.194384 35.675702,32.192615 35.663216,32.200231 35.657786,32.19855 35.658624,32.19251 35.652049,32.193624 35.645699,32.189914 35.636207,32.193488 35.637154,32.186269 35.626334,32.184088 35.626927,32.178277 35.62126,32.172534 35.60442,32.168683 35.602937,32.154334 35.596192,32.151449 35.582004,32.137139 35.582501,32.131341 35.573989,32.123731 35.575285,32.117367 35.572898,32.113687 35.5642,32.110342 35.558757,32.111699 35.551189,32.106606 35.548733,32.113619 35.543336,32.115891",,,,another name for the Jabbok,#water
"River 2 (Euphrates River, Euphrates)",River 2 / Zarqa River,"35.543056,32.11525",,,,another name for the Jabbok,#waterrepresentativepoint
"River 3 (Euphrates, Euphrates River)",River 3 / Wadi al Hasa,"35.985014,30.810678 35.974958,30.824487 35.961596,30.830619 35.948062,30.831455 35.936363,30.839798 35.925404,30.843365 35.924527,30.849493 35.914255,30.862898 35.918338,30.871398 35.91363,30.874747 35.920791,30.876255 35.923141,30.881392 35.898857,30.884941 35.894595,30.879713 35.889742,30.879088 35.88919,30.892689 35.878455,30.896404 35.872704,30.89429 35.873895,30.886049 35.870375,30.884453 35.866435,30.886582 35.864414,30.889325 35.868412,30.904303 35.857975,30.903571 35.85031,30.905773 35.844164,30.916284 35.837905,30.921161 35.838989,30.92617 35.843509,30.92967 35.84224,30.934474 35.824074,30.93298 35.820598,30.928264 35.814437,30.927981 35.809218,30.934113 35.800143,30.933493 35.800123,30.937862 35.794499,30.938638 35.784598,30.946074 35.779887,30.944448 35.774361,30.949291 35.771153,30.946118 35.772403,30.955862 35.758905,30.955453 35.75669,30.961514 35.744462,30.960852 35.739869,30.964217 35.732629,30.96432 35.712958,30.973337 35.708703,30.979307 35.700939,30.977444 35.698125,30.980725 35.694821,30.9784 35.690746,30.979284 35.68874,30.973773 35.683085,30.970074 35.678853,30.97774 35.672596,30.976259 35.674836,30.980227 35.66296,30.98791 35.652294,30.989012 35.64867,30.98607 35.641027,30.985419 35.637777,30.988952 35.630856,30.988633 35.628087,30.992412 35.619708,30.995747 35.61802,30.990576 35.610337,30.987668 35.586751,30.990505 35.587335,30.993606 35.583834,30.993862 35.582425,30.998089 35.577205,30.994086 35.575441,30.995859 35.571312,30.994719 35.570522,30.999463 35.561021,31.002165 35.55765,30.998404 35.554082,31.001743 35.547934,30.999597 35.546192,31.003157 35.548279,31.010818 35.538774,31.014029 35.537077,31.017455 35.533831,31.015171 35.526174,31.015462 35.509818,31.006989 35.506741,31.008505 35.506098,31.005011 35.502355,31.004517 35.499689,31.008795 35.495473,31.009315 35.496458,31.014855 35.492235,31.015254 35.476261,31.028189 35.47299,31.045356 35.465225,31.050405 35.466235,31.057245 35.457299,31.069013 35.45645,31.075737",,,,another name for the Zered,#water
"River 3 (Euphrates, Euphrates River)",River 3 / Wadi al Hasa,"35.48533,31.02701",,,,another name for the Zered,#waterrepresentativepoint
"River 3 (Euphrates, Euphrates River)",River 3 / Wadi Rihab,"35.590653,30.93849 35.591554,30.938849 35.592783,30.939093 35.593432,30.939641 35.593684,30.94017 35.595175,30.940809 35.596221,30.941095 35.5965,30.941021 35.597181,30.941527 35.598721,30.94149 35.599944,30.942079 35.59996,30.942231 35.601248,30.942963 35.601586,30.942963 35.602315,30.943317 35.602535,30.943699 35.603431,30.944168 35.603501,30.944389 35.604509,30.945061 35.605196,30.945921 35.605421,30.946018 35.605802,30.946754 35.606242,30.946786 35.606371,30.947218 35.606811,30.947338 35.607159,30.947784 35.607454,30.947927 35.607637,30.948212 35.607787,30.948934 35.608221,30.949063 35.608339,30.949275 35.609525,30.949661 35.609396,30.949901 35.60952,30.950029 35.609917,30.950167 35.610067,30.950397 35.61041,30.950568 35.610485,30.950779 35.610888,30.950798 35.61115,30.951032 35.61144,30.951663 35.611832,30.951764 35.612052,30.951966 35.612722,30.952675 35.612862,30.953038 35.614085,30.953204 35.614584,30.95302 35.614986,30.953043 35.615608,30.953452 35.6163,30.953268 35.616686,30.953406 35.617148,30.953277 35.61762,30.953512 35.617931,30.953981 35.619438,30.954722 35.620088,30.955421 35.620747,30.956649 35.620881,30.957606 35.621407,30.958421 35.623043,30.960104 35.623333,30.960909 35.623773,30.961618 35.623832,30.96222 35.623424,30.96257 35.620935,30.963577 35.620297,30.964212 35.619417,30.964681 35.618902,30.965408 35.618655,30.965574 35.618033,30.965597 35.617754,30.965781 35.617786,30.966774 35.616048,30.96889 35.616493,30.969387 35.616413,30.970081 35.616064,30.97021 35.615571,30.970762 35.615678,30.97171 35.615168,30.972409 35.615104,30.972887 35.614664,30.973163 35.614852,30.973678 35.615785,30.974198 35.615935,30.97441 35.615716,30.975095 35.615764,30.975872 35.616064,30.97635 35.61637,30.976525 35.616365,30.977601 35.615565,30.979598 35.614509,30.98003 35.613741,30.98072 35.613173,30.981819 35.610528,30.98502 35.609445,30.985627 35.60945,30.985953 35.609879,30.986174 35.609697,30.986956 35.610019,30.987581 35.609906,30.987767",,,,,#water
"River 3 (Euphrates, Euphrates River)",River 3 / Wadi Rihab,"35.619167,30.954444",,,,,#waterrepresentativepoint
